gender,age,class,survived,ticket_pound,ticket_shilling,ticket_penny
Male,23,Crew,TRUE,NA,NA,NA
Male,30,Crew,TRUE,NA,NA,NA
Male,23,Crew,FALSE,NA,NA,NA
Male,36,3rd,FALSE,8,1,0
Male,25,Crew,FALSE,NA,NA,NA
Male,36,Crew,TRUE,NA,NA,NA
Male,41,Crew,FALSE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Female,37,1st,TRUE,80,0,4
Male,36,3rd,FALSE,16,2,0
Female,32,3rd,TRUE,16,2,0
Male,44,Crew,TRUE,NA,NA,NA
Male,25,Crew,TRUE,NA,NA,NA
Male,27,Crew,FALSE,NA,NA,NA
Male,32,3rd,FALSE,7,18,6
Male,31,Crew,FALSE,NA,NA,NA
Male,20,3rd,FALSE,7,15,0
Male,23,3rd,FALSE,7,17,11
Male,21,3rd,FALSE,8,1,0
Male,29,Crew,TRUE,NA,NA,NA
Female,50,2nd,TRUE,10,10,0
Male,28,Crew,FALSE,NA,NA,NA
Male,41,3rd,FALSE,8,1,0
Male,20,3rd,FALSE,7,4,7
Male,26,3rd,TRUE,0,0,0
Male,30,Crew,FALSE,NA,NA,NA
Male,25,3rd,FALSE,7,17,11
Male,32,Crew,FALSE,NA,NA,NA
Male,41,Crew,TRUE,NA,NA,NA
Male,23,2nd,FALSE,13,0,0
Female,27,2nd,TRUE,12,13,0
Female,27,2nd,TRUE,10,10,0
Male,29,3rd,FALSE,7,4,6
Male,8,3rd,TRUE,15,4,11
Female,9,3rd,TRUE,15,4,11
Female,27,3rd,TRUE,15,4,11
Male,31,1st,TRUE,28,10,9
Male,36,3rd,FALSE,7,17,11
Female,18,3rd,TRUE,9,16,10
Female,64,3rd,TRUE,9,11,9
Male,37,Crew,FALSE,NA,NA,NA
Male,42,Crew,FALSE,NA,NA,NA
Male,28,Crew,FALSE,NA,NA,NA
Male,29,2nd,FALSE,21,0,0
Female,26,2nd,FALSE,21,0,0
Male,17,Crew,FALSE,NA,NA,NA
Male,20,Crew,FALSE,NA,NA,NA
Male,39,1st,FALSE,27,14,5
Male,35,Crew,FALSE,NA,NA,NA
Male,10,3rd,FALSE,14,10,0
Male,9,3rd,FALSE,14,10,0
Male,35,3rd,FALSE,14,10,0
Male,35,3rd,FALSE,9,10,0
Male,28,3rd,FALSE,9,10,0
Male,38,Crew,FALSE,NA,NA,NA
Male,61,1st,FALSE,33,10,0
Female,10,3rd,FALSE,24,3,0
Male,36,3rd,FALSE,24,3,0
Female,30,3rd,FALSE,24,3,0
Male,23,3rd,FALSE,9,10,0
Male,46,3rd,FALSE,9,0,0
Female,18,3rd,FALSE,18,0,0
Male,31,3rd,FALSE,18,0,0
Male,15,3rd,FALSE,18,0,0
Female,31,3rd,FALSE,18,0,0
Male,28,3rd,FALSE,9,10,0
Male,22,3rd,TRUE,7,4,6
Male,36,Crew,FALSE,NA,NA,NA
Male,40,2nd,FALSE,13,0,0
Male,38,Crew,FALSE,NA,NA,NA
Male,33,Crew,FALSE,NA,NA,NA
Male,34,Crew,FALSE,NA,NA,NA
Female,14,3rd,FALSE,7,17,1
Male,21,Crew,FALSE,NA,NA,NA
Male,32,Crew,TRUE,NA,NA,NA
Male,19,Crew,FALSE,NA,NA,NA
Male,17,Crew,FALSE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Male,35,Crew,FALSE,NA,NA,NA
Male,21,3rd,FALSE,7,17,11
Male,26,3rd,FALSE,7,17,11
Male,22,3rd,FALSE,9,0,0
Male,37,Crew,FALSE,NA,NA,NA
Male,48,1st,FALSE,34,0,5
Female,36,2nd,TRUE,21,0,0
Female,36,Crew,FALSE,NA,NA,NA
Male,48,Crew,FALSE,NA,NA,NA
Female,42,Crew,FALSE,NA,NA,NA
Female,37,Crew,TRUE,512,6,7
Male,23,Crew,FALSE,NA,NA,NA
Male,34,Crew,FALSE,NA,NA,NA
Male,31,Crew,FALSE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,37,Crew,TRUE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,35,3rd,FALSE,8,1,0
Male,46,2nd,FALSE,21,0,0
Male,22,2nd,FALSE,10,10,0
Female,32,2nd,TRUE,21,0,0
Male,37,Crew,FALSE,NA,NA,NA
Male,31,3rd,FALSE,7,11,0
Male,63,1st,FALSE,75,5,0
Female,60,1st,TRUE,75,5,0
Male,25,Crew,FALSE,NA,NA,NA
Male,26,Crew,FALSE,NA,NA,NA
Male,18,2nd,FALSE,0,0,0
Male,27,Crew,FALSE,NA,NA,NA
Male,14,Crew,FALSE,NA,NA,NA
Female,12,2nd,TRUE,15,15,0
Female,40,2nd,TRUE,15,15,0
Male,23,3rd,FALSE,7,4,6
Male,25,Crew,FALSE,NA,NA,NA
Male,50,Crew,FALSE,NA,NA,NA
Male,28,Crew,FALSE,NA,NA,NA
Female,38,2nd,TRUE,13,0,0
Male,30,Crew,FALSE,NA,NA,NA
Male,66,3rd,FALSE,8,1,0
Male,52,Crew,TRUE,NA,NA,NA
Male,61,1st,FALSE,26,11,0
Male,37,2nd,FALSE,26,0,0
Female,37,2nd,TRUE,26,0,0
Male,21,Crew,FALSE,NA,NA,NA
Male,30,Crew,TRUE,NA,NA,NA
Male,2,2nd,TRUE,23,0,0
Female,4,2nd,TRUE,23,0,0
Female,29,2nd,TRUE,23,0,0
Male,20,3rd,FALSE,7,17,1
Male,27,3rd,TRUE,7,15,11
Female,0,2nd,TRUE,27,15,0
Female,4,2nd,TRUE,27,15,0
Male,36,2nd,FALSE,27,15,0
Female,33,2nd,TRUE,27,15,0
Male,65,2nd,FALSE,10,10,0
Male,30,Crew,TRUE,NA,NA,NA
Male,26,Crew,FALSE,12,17,6
Male,28,Crew,TRUE,NA,NA,NA
Male,31,2nd,TRUE,13,0,0
Male,17,Crew,FALSE,NA,NA,NA
Male,32,Crew,TRUE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Male,27,Crew,FALSE,NA,NA,NA
Male,27,Crew,FALSE,NA,NA,NA
Male,32,Crew,FALSE,NA,NA,NA
Male,54,1st,FALSE,77,5,9
Male,21,1st,FALSE,77,5,9
Male,23,Crew,TRUE,NA,NA,NA
Female,55,1st,TRUE,135,12,8
Male,18,Crew,TRUE,NA,NA,NA
Male,39,Crew,FALSE,NA,NA,NA
Male,57,1st,FALSE,164,17,4
Female,31,1st,TRUE,164,17,4
Female,45,1st,TRUE,164,17,4
Male,51,3rd,FALSE,7,15,0
Male,50,1st,FALSE,211,10,0
Male,27,1st,FALSE,211,10,0
Female,50,1st,TRUE,211,10,0
Male,37,Crew,TRUE,NA,NA,NA
Male,17,3rd,FALSE,6,9,11
Male,18,3rd,FALSE,6,9,11
Male,39,Crew,FALSE,NA,NA,NA
Female,47,3rd,TRUE,7,0,0
Female,30,2nd,TRUE,26,0,0
Female,21,1st,TRUE,26,11,0
Male,37,3rd,FALSE,8,14,3
Male,21,3rd,FALSE,7,11,0
Male,42,Crew,FALSE,NA,NA,NA
Male,51,1st,FALSE,61,7,7
Male,23,2nd,TRUE,13,0,0
Male,43,1st,FALSE,35,0,0
Male,28,3rd,FALSE,8,1,0
Male,24,3rd,FALSE,16,2,0
Male,21,1st,TRUE,61,7,7
Male,28,Crew,FALSE,NA,NA,NA
Male,28,Crew,TRUE,NA,NA,NA
Male,35,Crew,FALSE,NA,NA,NA
Male,59,Crew,FALSE,NA,NA,NA
Male,33,Crew,FALSE,NA,NA,NA
Female,33,Crew,TRUE,134,10,0
Male,28,Crew,FALSE,NA,NA,NA
Male,53,Crew,FALSE,NA,NA,NA
Male,38,Crew,TRUE,NA,NA,NA
Male,21,3rd,FALSE,7,5,0
Male,36,Crew,FALSE,NA,NA,NA
Male,17,3rd,FALSE,8,13,3
Male,53,3rd,FALSE,7,5,0
Male,39,Crew,FALSE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Male,31,Crew,TRUE,NA,NA,NA
Male,36,3rd,FALSE,9,10,0
Male,38,Crew,FALSE,NA,NA,NA
Male,35,Crew,FALSE,NA,NA,NA
Male,31,Crew,FALSE,NA,NA,NA
Male,49,Crew,FALSE,NA,NA,NA
Male,40,Crew,FALSE,NA,NA,NA
Male,32,Crew,FALSE,0,0,0
Male,41,Crew,FALSE,NA,NA,NA
Male,45,1st,TRUE,35,10,0
Male,45,Crew,FALSE,NA,NA,NA
Male,37,Crew,FALSE,NA,NA,NA
Male,18,Crew,FALSE,NA,NA,NA
Female,26,2nd,TRUE,13,10,0
Male,24,Crew,FALSE,NA,NA,NA
Male,62,1st,FALSE,26,11,0
Male,47,Crew,TRUE,NA,NA,NA
Male,25,Crew,FALSE,NA,NA,NA
Male,41,Crew,TRUE,NA,NA,NA
Male,27,3rd,FALSE,14,9,1
Female,17,3rd,TRUE,14,9,1
Male,40,Crew,TRUE,NA,NA,NA
Male,23,3rd,FALSE,7,17,11
Female,36,1st,TRUE,135,12,8
Male,32,Crew,FALSE,NA,NA,NA
Male,45,3rd,FALSE,7,4,7
Male,4,3rd,TRUE,22,7,2
Female,2,3rd,TRUE,22,7,2
Female,23,3rd,TRUE,22,7,2
Female,22,2nd,FALSE,13,0,0
Male,22,3rd,FALSE,7,4,6
Male,27,3rd,FALSE,7,4,6
Male,20,Crew,FALSE,NA,NA,NA
Male,26,Crew,FALSE,NA,NA,NA
Male,29,3rd,FALSE,7,17,6
